Date,Open,High,Low,Close,Volume,Change
2022-12-22,58100,59100,58100,59100,10720630,0.018965517241379404
2022-12-23,58200,58400,57700,58100,9829407,-0.016920473773265665
2022-12-26,58000,58100,57700,57900,6756411,-0.0034423407917383297
2022-12-27,58000,58400,57900,58100,10667027,0.003454231433505983
2022-12-28,57600,57600,56400,56600,14665410,-0.025817555938037917
2022-12-29,56000,56200,55300,55300,11295935,-0.02296819787985871
2023-01-02,55500,56100,55200,55500,10031448,0.003616636528029016
2023-01-03,55400,56000,54500,55400,13547030,-0.0018018018018017834
2023-01-04,55700,58000,55600,57800,20188071,0.04332129963898912
2023-01-05,58200,58800,57600,58200,15682826,0.006920415224913601
2023-01-06,58300,59400,57900,59000,17334989,0.013745704467353903
2023-01-09,59700,60700,59600,60700,18640107,0.028813559322034
2023-01-10,60200,61100,59900,60400,14859797,-0.0049423393739703725
2023-01-11,61000,61200,60300,60500,12310751,0.0016556291390728006
2023-01-12,61100,61200,59900,60500,16102561,0.0
2023-01-13,60500,61200,60400,60800,12510328,0.0049586776859504855
2023-01-16,61300,61600,60800,61100,10039972,0.004934210526315708
2023-01-17,61200,61500,60600,61000,9831456,-0.0016366612111292644
2023-01-18,60700,61000,59900,60400,11584041,-0.00983606557377048
2023-01-19,60500,61500,60400,61500,12808490,0.01821192052980125
2023-01-20,62100,62300,61100,61800,9646327,0.004878048780487809
2023-01-25,63500,63700,63000,63400,16822710,0.025889967637540368
2023-01-26,63800,63900,63300,63900,13278277,0.007886435331230235
2023-01-27,64400,65000,63900,64600,18760182,0.010954616588419341
2023-01-30,64900,64900,63100,63300,20995234,-0.020123839009287936
2023-01-31,63500,63700,61000,61000,29746731,-0.0363349131121643
2023-02-01,62600,62700,61000,61800,18570133,0.013114754098360715
2023-02-02,63200,63900,62600,63500,23285983,0.027508090614886793
2023-02-03,63900,64000,63000,63800,15194598,0.0047244094488188
2023-02-06,62800,63000,61600,61600,15529356,-0.03448275862068961
2023-02-07,61900,62500,61600,61900,14491039,0.004870129870129913
2023-02-08,62800,63300,62400,63100,12243125,0.01938610662358653
2023-02-09,63000,63300,62300,63000,12164865,-0.0015847860538826808
2023-02-10,62600,63000,62400,62800,9382576,-0.0031746031746031633
2023-02-13,62900,63000,62300,62900,10730362,0.0015923566878981443
2023-02-14,63600,63900,63200,63200,9126664,0.004769475357710551
2023-02-15,63900,63900,62000,62200,13208103,-0.015822784810126556
2023-02-16,62500,63700,62400,63700,13798831,0.02411575562700974
2023-02-17,62900,63300,62400,62600,10791265,-0.017268445839874413
2023-02-20,62900,63000,61800,62700,12908073,0.0015974440894568342
2023-02-21,62700,62800,62000,62100,7665046,-0.009569377990430672
2023-02-22,61500,61800,61000,61100,11959088,-0.01610305958132041
2023-02-23,61700,62500,61500,62000,13047099,0.014729950900163713
2023-02-24,62300,62600,61300,61300,10308143,-0.011290322580645107
2023-02-27,60800,60800,60200,60500,11155697,-0.013050570962479635
2023-02-28,60800,61400,60500,60600,13715861,0.0016528925619834212
2023-03-02,60900,61800,60500,60800,13095682,0.0033003300330032292
2023-03-03,61000,61200,60500,60500,10711405,-0.004934210526315819
2023-03-06,61100,61600,60800,61500,13630602,0.016528925619834656
2023-03-07,61400,61400,60700,60700,11473280,-0.013008130081300862
2023-03-08,60100,60500,59900,60300,14161857,-0.00658978583196046
2023-03-09,60500,60800,59900,60100,14334499,-0.0033167495854062867
2023-03-10,59500,59700,59100,59500,11902471,-0.009983361064891838
2023-03-13,59900,60200,59300,60000,12779724,0.008403361344537785
2023-03-14,59400,59500,59000,59000,12147346,-0.01666666666666672
2023-03-15,60000,60300,59600,59800,10482149,0.013559322033898313
2023-03-16,59200,60200,59100,59900,10611939,0.0016722408026756952
2023-03-17,60800,61300,60600,61300,14090110,0.023372287145241977
2023-03-20,61100,61200,60200,60200,9618009,-0.01794453507340943
2023-03-21,60500,60700,60100,60300,8318514,0.0016611295681063787
2023-03-22,61000,61200,60500,61100,8978591,0.013266998341625147
2023-03-23,60600,62300,60600,62300,15381057,0.019639934533551617
2023-03-24,62700,63300,62300,63000,18278602,0.011235955056179803
2023-03-27,62600,62800,62000,62100,11039331,-0.014285714285714235
2023-03-28,62400,62900,62100,62900,11614118,0.012882447665056418
2023-03-29,62500,62700,62200,62700,11216008,-0.0031796502384737746
2023-03-30,63700,63700,63100,63200,15684377,0.00797448165869219
2023-03-31,64000,64000,63700,64000,14094479,0.012658227848101333
2023-04-03,64000,64000,63000,63100,11973133,-0.014062499999999978
2023-04-04,63400,63800,62800,63600,11120514,0.007923930269413626
2023-04-05,63700,64000,63400,63900,9176149,0.004716981132075526
2023-04-06,63500,63600,62300,62300,14992747,-0.025039123630672955
2023-04-07,63800,65200,63800,65000,27476120,0.043338683788122
2023-04-10,64800,66300,64700,65700,18777166,0.010769230769230864
2023-04-11,66200,66200,65400,65900,16323183,0.003044140030441511
2023-04-12,65800,66200,65300,66000,15021313,0.0015174506828528056
2023-04-13,65600,66100,65400,66100,15091022,0.0015151515151514694
2023-04-14,66600,66600,65000,65100,16176490,-0.015128593040847238
2023-04-17,65000,65600,64700,65300,13486618,0.003072196620583778
2023-04-18,65900,66000,64800,65600,14802060,0.004594180704440953
2023-04-19,65500,65800,65300,65500,10255985,-0.0015243902439023849
2023-04-20,65100,65300,64600,65300,9501169,-0.003053435114503844
2023-04-21,65800,65900,65400,65700,10538622,0.006125574272588086
2023-04-24,65300,65700,64800,65200,12986581,-0.007610350076103556
2023-04-25,65300,65400,63400,63600,16193271,-0.024539877300613466
2023-04-26,63600,64300,63300,64100,12664541,0.007861635220125729
2023-04-27,64100,65000,63300,64600,14779601,0.007800312012480548
2023-04-28,65200,65900,65000,65500,19699481,0.01393188854489158
2023-05-02,66000,66300,65100,65700,14396948,0.003053435114503733
2023-05-03,65100,65600,64900,65400,8876749,-0.004566210045662156
2023-05-04,65600,65700,64700,65100,9791064,-0.004587155963302725
2023-05-08,66300,66300,65400,65900,9405365,0.01228878648233489
2023-05-09,65800,65800,65100,65300,9366861,-0.009104704097116834
2023-05-10,65500,65500,64300,64600,13057727,-0.01071975497702915
2023-05-11,64700,65100,64200,64200,11648905,-0.006191950464396245
2023-05-12,63700,64600,63600,64100,8693913,-0.0015576323987538387
2023-05-15,64100,64600,63900,64500,8172021,0.006240249609984483
2023-05-16,65800,65900,65300,65400,12334657,0.013953488372093092
2023-05-17,65900,65900,64800,65000,10745504,-0.006116207951070374
2023-05-18,66000,66200,65700,66200,14431704,0.01846153846153853
2023-05-19,67800,68400,67500,68400,20349345,0.0332326283987916
2023-05-22,68400,69000,68000,68500,14470308,0.0014619883040936088
2023-05-23,68500,68700,68100,68400,8561643,-0.0014598540145985828
2023-05-24,68100,68700,68000,68500,8192896,0.0014619883040936088
2023-05-25,69900,70000,68700,68800,14231160,0.004379562043795637
2023-05-26,69800,70400,69500,70300,19549511,0.021802325581395277
2023-05-30,71300,72300,71200,72300,27476897,0.028449502133712556
2023-05-31,72400,72500,71000,71400,25666087,-0.012448132780082943
2023-06-01,70900,71600,70600,70900,14669296,-0.007002801120448154
2023-06-02,71700,72200,71600,72200,12161798,0.01833568406205921
2023-06-05,72700,72700,71400,71700,12686829,-0.006925207756232732
2023-06-07,71300,71600,70800,71000,14796613,-0.009762900976290068
2023-06-08,70400,70900,70000,70900,19165568,-0.0014084507042253502
2023-06-09,71100,72300,70800,72000,15050209,0.015514809590973178
2023-06-12,72100,72400,70800,71000,12064287,-0.01388888888888884
2023-06-13,71700,72200,71600,72000,13227285,0.014084507042253502
2023-06-14,72100,72200,71100,71900,12541046,-0.001388888888888884
2023-06-15,72100,72300,71300,71500,13614994,-0.0055632823365785455
2023-06-16,71800,71900,70900,71800,15373696,0.00419580419580412
2023-06-19,71300,71700,70900,71200,11100887,-0.00835654596100277
2023-06-20,70700,71400,70400,71400,11557883,0.002808988764045006
2023-06-21,70700,71200,70400,70500,10626603,-0.012605042016806678
2023-06-22,70200,71500,70100,71300,11411007,0.01134751773049647
2023-06-23,72000,72200,71600,71600,12329484,0.004207573632538653
2023-06-26,71700,72500,71500,72400,10541901,0.011173184357541999
2023-06-27,72500,72600,72000,72600,9442997,0.0027624309392264568
2023-06-28,72600,72700,72000,72700,8783093,0.0013774104683195176
2023-06-29,73100,73400,72400,72400,12229967,-0.004126547455295726
2023-06-30,72500,72700,71700,72200,11694765,-0.002762430939226568
2023-07-03,72700,73200,72600,73000,10722181,0.011080332409972193
2023-07-04,73400,73600,72900,73000,10214350,0.0
2023-07-05,73000,73300,71900,72000,12310610,-0.013698630136986356
2023-07-06,71900,72400,71500,71600,14777667,-0.005555555555555536
2023-07-07,71100,71400,69800,69900,17308877,-0.023743016759776525
2023-07-10,70000,70400,69200,69500,11713926,-0.005722460658083017
2023-07-11,70200,71500,70100,71500,12177392,0.02877697841726623
2023-07-12,71200,72000,71100,71900,10375581,0.005594405594405494
2023-07-13,72400,72600,71900,71900,14417279,0.0
2023-07-14,72500,73400,72400,73400,15882519,0.020862308762169768
2023-07-17,73200,73500,72800,73300,10060049,-0.0013623978201634523
2023-07-18,73200,73500,72000,72000,11697900,-0.017735334242837686
2023-07-19,72700,72800,71300,71700,10896412,-0.004166666666666652
2023-07-20,71100,71500,70800,71000,9732730,-0.009762900976290068
2023-07-21,70400,70400,69400,70300,16528926,-0.009859154929577452
2023-07-24,70100,70900,69900,70400,13418597,0.0014224751066855834
2023-07-25,70000,70500,69800,70000,14314945,-0.005681818181818232
2023-07-26,69800,70600,68100,69800,30016221,-0.0028571428571428914
2023-07-27,69900,71700,69300,71700,24261179,0.027220630372492893
2023-07-28,71800,72400,70100,70600,19420683,-0.015341701534170138
2023-07-31,70900,71000,69800,69800,13035420,-0.011331444759206777
2023-08-01,70100,71200,70000,71100,12299254,0.018624641833810962
2023-08-02,70700,71000,69800,69900,13835020,-0.016877637130801704
2023-08-03,69900,70200,68500,68800,20087090,-0.01573676680972813
2023-08-04,68800,69100,68200,68300,12360193,-0.007267441860465129
2023-08-07,67700,69200,67600,68500,10968505,0.002928257686676483
2023-08-08,69000,69100,67400,67600,14664709,-0.013138686131386912
2023-08-09,68000,69600,67900,68900,17259673,0.019230769230769162
2023-08-10,68300,68500,67800,68000,10227311,-0.013062409288824406
2023-08-11,68400,68800,67500,67500,9781038,-0.007352941176470562
2023-08-14,67500,67900,66900,67300,9352343,-0.002962962962962945
2023-08-16,66700,67100,66300,67000,13174578,-0.004457652303120341
2023-08-17,66300,66800,66000,66700,10778652,-0.004477611940298498
2023-08-18,66000,66700,65800,66300,11745006,-0.005997001499250421
2023-08-21,66600,67100,66300,66600,9720067,0.004524886877828038
2023-08-22,67200,67700,66300,66600,10500242,0.0
2023-08-23,66700,67100,66400,67100,9549352,0.007507507507507505
2023-08-24,68300,68700,67900,68200,15044463,0.016393442622950838
2023-08-25,67100,67400,66900,67100,7032462,-0.016129032258064502
2023-08-28,66800,67000,66500,66800,5824628,-0.0044709388971684305
2023-08-29,66900,67200,66600,66800,9114352,0.0
2023-08-30,67300,67700,67100,67100,9181223,0.004491017964071808
2023-08-31,67100,67200,66400,66900,15964630,-0.0029806259314456574
2023-09-01,66800,71000,66700,71000,29738235,0.06128550074738426
2023-09-04,72900,72900,70700,71200,26286495,0.0028169014084507005
2023-09-05,70900,71500,70200,70700,12330239,-0.0070224719101124045
2023-09-06,70700,70800,69700,70000,11414620,-0.00990099009900991
2023-09-07,70000,70600,69600,70400,13741241,0.005714285714285783
2023-09-08,70200,70300,69600,70300,10688118,-0.0014204545454545858
2023-09-11,70400,70800,70000,70800,11693448,0.007112375533428139
